Emissions reduced from energy,Emissions reduced from carbon sequestration,Total emissions reduced,Total emissions reduced percentage,Percentage reduction by energy,Percentage reduction by carbon sequestration
7591.904699249268,2094.66,9686.56,1.12,0.88,0.24
