Emissions reduced from energy,Emissions reduced from carbon sequestration,Total emissions reduced,Total emissions reduced percentage,Percentage reduction by energy,Percentage reduction by carbon sequestration
9100.395690965652,5233.248,14333.64,1.66,1.06,0.61
