Emissions reduced from energy,Emissions reduced from carbon sequestration,Total emissions reduced,Total emissions reduced percentage,Percentage reduction by energy,Percentage reduction by carbon sequestration
4067.091803169251,2094.66,6161.75,0.71,0.47,0.24
