Emissions reduced from energy,Emissions reduced from carbon sequestration,Total emissions reduced,Total emissions reduced percentage,Percentage reduction by energy,Percentage reduction by carbon sequestration
9445.210915088655,5233.248,14678.46,1.7,1.1,0.61
