,mun_name,area,area_urban_percent,build_age_year,build_area_m2,build_rooms,build_type_com_ind_percent,build_type_mixed_percent,build_type_other_percent,build_type_res_MFH_percent,build_type_res_SFH_percent,cooling_days,dem_cool_kWh,dem_el_GWh,dem_heat_com_MWh,dem_heat_ind_MWh,dem_heat_res_MWh,electricity_price,employed_primary_percent,employed_secondary_percent,employed_tertiary_percent,employed_total,heat_fuel_air_percent,heat_fuel_electricity_percent,heat_fuel_gas_percent,heat_fuel_geo_percent,heat_fuel_oil_percent,heat_fuel_other_percent,heat_fuel_remoteheat_percent,heat_fuel_wood_percent,heat_type_boiler_percent,heat_type_electricity_percent,heat_type_heatexchanger_percent,heat_type_heatpump_percent,heat_type_other_percent,heat_type_oven_percent,heating_days,households_total,pop,pop_retired_percent,pop_working_percent,pop_young_percent,pot_el_PV_GWh,pot_el_wind_mps3,pot_en_bio_nonwood_TJ,pot_en_bio_wood_TJ,pot_he_wastewaterheat_MWh,sup_el_PV_kW,sup_el_biomass_kW,sup_el_gas_kW,sup_el_hydro_cont_kW,sup_el_hydro_div_kW,sup_el_hydro_drink_kW,sup_el_hydro_pump_kW,sup_el_hydro_store_kW,sup_el_waste_kW,sup_el_wastewater_kW,sup_el_wind_kW,vehicles_el_percent,vehicles_el_total
0,Aadorf,1994,18.1,49.40395205701328,181.97120492032428,2.0492653414001727,0.3923458149779735,0.0586453744493392,0.0016519823788546,0.1214207048458149,0.4259361233480176,57.6666664123535,67903.74265,47.4,14044.2,17619.0,53211.7,31.848,0.0333427521898841,0.4131110483187341,0.5535461994913817,3539.0,0.0203230849400729,0.0458572173006774,0.3626889004689942,0.0177175612298071,0.3934340802501302,0.0031266284523189,0.0489838457529963,0.1078686816050026,0.6717428087986463,0.0372250423011844,0.0397631133671742,0.2203891708967851,0.0,0.0308798646362098,206.8,3908.0,9359,19.2,60.4,20.4,105.45,23668.37357,48.3,62.26,11900.0,12646.11,120.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,202.0
1,Aarau,1234,49.2,60.882624621755056,212.51007025761123,3.1626887481734047,0.4091046126017486,0.0722037986132047,0.0176364184504069,0.1768164003617726,0.324238769972867,72.1999994913737,1250394.427,188.0,191666.2,15065.0,126032.7,23.587833,0.000831231368952,0.0920947030497592,0.9070740655812888,34888.0,0.0373684210526315,0.0507894736842105,0.3852631578947368,0.0142105263157894,0.4697368421052632,0.0010526315789473,0.0139473684210526,0.0276315789473684,0.7721160651096957,0.0452937013446567,0.011795234725171,0.1516867185656994,0.0002359046945034,0.0188723755602736,191.388885498047,10591.0,21773,18.2,64.4,17.4,162.37,0.0,75.84,47.26,59000.0,10699.46,760.0,0.0,19000.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,328.0
2,Aarberg,793,23.4,53.86318407960199,238.77978789769185,2.6770255271920087,0.4496932515337423,0.0687116564417178,0.0441717791411042,0.1748466257668711,0.2625766871165644,67.8166656494141,22061.57495,30.8,12760.3,17424.0,25836.7,51.601944,0.0413769123783031,0.2778164116828929,0.6808066759388038,2876.0,0.069828722002635,0.0711462450592885,0.1884057971014492,0.0039525691699604,0.5902503293807642,0.0052700922266139,0.0092226613965744,0.061923583662714,0.6663124335812965,0.0573857598299681,0.0063761955366631,0.2592986184909671,0.0,0.0106269925611052,195.616668701172,2146.0,4600,21.3,59.0,19.6,57.58,0.0,18.48,25.82,0.0,5869.12,25785.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,58.0
3,Aarburg,441,45.7,54.83811061768268,184.61707219784603,2.845321451304901,0.3866039952996474,0.0497453975714845,0.0207598903251077,0.1425773599686643,0.4003133568350959,68.08387437484,257188.6222,37.6,13630.5,3410.0,42477.2,25.76,0.0043277553375649,0.3159261396422388,0.6797461050201962,3466.0,0.0448079658605974,0.0476529160739687,0.3947368421052631,0.0170697012802275,0.4637268847795163,0.0021337126600284,0.0021337126600284,0.0277382645803698,0.753416149068323,0.0416149068322981,0.001863354037267,0.1813664596273292,0.0,0.0217391304347826,198.84928821782,3735.0,8562,14.3,65.2,20.5,60.95,0.0,32.38,14.57,22900.0,3344.19,0.0,0.0,700.0,180.0,0.0,0.0,0.0,0.0,240.0,0.0,1.6,78.0
4,Aarwangen,990,15.0,52.05824714207948,161.97030185004868,1.905144694533762,0.3691790686509841,0.0494479116658665,0.0576092174747959,0.1257801248199712,0.3979836773883821,67.4000015258789,11316.61373,20.5,6963.8,4757.0,25527.9,20.074055,0.0470809792843691,0.3578154425612053,0.5951035781544256,1593.0,0.0333670374115267,0.0495449949443882,0.0343781597573306,0.0070778564206268,0.717896865520728,0.0040444893832153,0.0121334681496461,0.1415571284125379,0.6666666666666666,0.0385220125786163,0.0094339622641509,0.2570754716981132,0.0007861635220125,0.0275157232704402,202.25,1962.0,4715,19.3,60.1,20.5,50.88,20225.98798,53.23,28.28,31400.0,4651.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0
5,Abtwil,414,8.2,44.96144578313253,157.6546762589928,2.089068825910932,0.4123222748815165,0.0331753554502369,0.0165876777251184,0.1800947867298578,0.3578199052132701,63.0301465907306,0.0,3.5,1165.3,965.0,6034.6,20.6052,0.2758620689655172,0.2988505747126437,0.425287356321839,174.0,0.0326797385620915,0.0392156862745098,0.0,0.0261437908496732,0.5947712418300654,0.0196078431372549,0.0130718954248366,0.2745098039215686,0.496,0.024,0.008,0.424,0.012,0.036,194.374426083973,377.0,991,11.3,64.6,24.1,10.87,6936.555412,17.8,4.97,0.0,2530.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,20.0
6,Aclens,390,16.9,56.15576923076923,397.85664335664336,1.957142857142857,0.5400696864111498,0.0801393728222996,0.0034843205574912,0.1672473867595819,0.2090592334494773,67.7333804750443,21557.55625,18.3,7056.9,978.0,2825.0,29.1028,0.0112426035502958,0.2556213017751479,0.7331360946745562,1690.0,0.0,0.1125827814569536,0.5165562913907285,0.0198675496688741,0.271523178807947,0.0132450331125827,0.0,0.0662251655629139,0.7515923566878981,0.1019108280254777,0.0,0.0955414012738853,0.0127388535031847,0.0382165605095541,180.82194844259,217.0,518,13.9,63.3,22.8,21.46,41302.22086,8.34,7.19,0.0,450.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,24.0
7,Acquarossa,6178,3.5,74.00674404015056,77.00644963144963,1.1803194229778464,0.4182766022692425,0.0064397424103035,0.0,0.066850659306961,0.5084329960134928,23.7314813037713,1298083.633,12.7,4546.6,864.0,12721.0,27.941334,0.1121718377088305,0.1778042959427207,0.7100238663484487,838.0,0.0012755102040816,0.4247448979591837,0.0631377551020408,0.0,0.1626275510204081,0.0019132653061224,0.0146683673469387,0.3316326530612244,0.2147058823529411,0.3917647058823529,0.0123529411764705,0.0805882352941176,0.0005882352941176,0.3,246.885182698568,840.0,1827,26.3,57.0,16.7,41.4,0.0,7.48,15.59,0.0,1760.23,0.0,0.0,188.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.0
8,Adelboden,8762,2.5,66.72985170857511,114.07189357486556,2.449360341151386,0.4650125453024812,0.1215500418176749,0.0610538054084192,0.2536938946194592,0.0986897128519654,5.90800002261996,3568.796135,26.5,12753.5,4412.0,24237.1,31.200333,0.1464099478539911,0.2270356999598876,0.6265543521861211,2493.0,0.0155246252676659,0.0369379014989293,0.0005353319057815,0.0026766595289079,0.6322269807280514,0.006423982869379,0.012847965738758,0.2928265524625267,0.7354635935044526,0.036144578313253,0.0125720272393923,0.0403352540597171,0.0052383446830801,0.1702462022001047,300.162666625977,1471.0,3340,21.9,58.2,19.9,75.74,26910.68658,51.78,62.5,2700.0,4076.64,0.0,0.0,2250.0,1200.0,176.8,0.0,0.0,0.0,100.0,0.0,0.7,13.0
9,Adligenswil,699,23.5,41.91887226697353,158.30239374694676,2.0967479674796747,0.3007736943907156,0.0280464216634429,0.120889748549323,0.1595744680851064,0.390715667311412,60.3999996185303,63079.00806,28.1,9921.8,1797.0,33200.8,27.365036,0.0410519563822963,0.2059012187299551,0.7530468248877485,1559.0,0.0133481646273637,0.2269187986651835,0.014460511679644,0.0422691879866518,0.5305895439377085,0.0122358175750834,0.0834260289210233,0.0767519466073414,0.4138198757763975,0.1576086956521739,0.0559006211180124,0.3478260869565217,0.0062111801242236,0.0186335403726708,198.033332824707,2254.0,5442,23.3,55.1,21.7,42.57,8020.000622,18.51,21.2,0.0,3117.24,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,72.0
10,Adliswil,777,46.0,57.1561403508772,217.49491094147584,4.295025728987993,0.2592033796016898,0.0612552806276403,0.0579360289680144,0.3358479179239589,0.2857573928786964,60.6333332061768,348779.9019,89.0,45596.1,6666.0,97243.1,19.534,0.0022645530837884,0.0967097375782602,0.9010257093379512,7507.0,0.0047393364928909,0.0303317535545023,0.3744075829383886,0.0104265402843601,0.4957345971563981,0.0189573459715639,0.019431279620853,0.0459715639810426,0.7928421052631579,0.0261052631578947,0.015578947368421,0.1427368421052631,0.0033684210526315,0.0193684210526315,196.949996948242,8759.0,19028,18.8,61.1,20.1,78.47,0.0,26.4,34.1,0.0,3484.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,222.0
11,Aedermannsdorf,1292,3.6,51.2995283018868,165.20608899297423,1.3818181818181818,0.5265588914549654,0.0877598152424942,0.0,0.0669745958429561,0.3187066974595843,51.511110941569,0.0,3.3,719.2,0.0,2888.7,28.961555,0.231638418079096,0.2372881355932203,0.5310734463276836,177.0,0.0773195876288659,0.0206185567010309,0.0,0.0,0.6237113402061856,0.0206185567010309,0.0103092783505154,0.2474226804123711,0.6846846846846847,0.018018018018018,0.009009009009009,0.1936936936936936,0.009009009009009,0.0855855855855855,215.977778116862,236.0,582,21.1,58.5,20.4,11.31,51283.52038,7.08,24.65,0.0,462.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,6.0
12,Aefligen,204,22.3,50.91047619047619,140.4757281553398,1.7142857142857142,0.3863275039745628,0.0620031796502384,0.081081081081081,0.1112877583465818,0.3593004769475357,68.2165535772147,0.0,5.7,822.9,1417.0,6888.4,30.76,0.1058823529411764,0.4156862745098039,0.4784313725490196,255.0,0.0513698630136986,0.0171232876712328,0.4828767123287671,0.0,0.3493150684931507,0.0034246575342465,0.0068493150684931,0.0890410958904109,0.7321937321937322,0.0142450142450142,0.0056980056980056,0.2079772079772079,0.0028490028490028,0.037037037037037,198.274449871252,492.0,1122,19.7,60.7,19.6,15.88,0.0,30.06,4.35,25500.0,1252.46,240.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,9.0
13,Aegerten,216,28.7,46.72284122562674,164.5541069100391,2.3307984790874525,0.2775616083009079,0.040207522697795,0.0570687418936446,0.1647211413748378,0.4604409857328145,75.8201387071533,1069.022944,8.0,1796.4,766.0,10777.8,49.9,0.0177215189873417,0.3316455696202531,0.6506329113924051,395.0,0.0848214285714285,0.1183035714285714,0.0,0.0245535714285714,0.6941964285714286,0.0066964285714285,0.0,0.0714285714285714,0.6103896103896104,0.098330241187384,0.0,0.2597402597402597,0.0092764378478664,0.0222634508348794,189.934770229795,1004.0,2289,22.9,57.7,19.4,18.79,0.0,2.96,8.07,0.0,1819.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0
14,Aesch (BL),740,35.8,51.50275774289351,201.6468085106383,2.353413654618474,0.0653181626632954,0.0615254951538137,0.0054782975136957,0.2064896755162241,0.661188369152971,73.0166664123535,378643.2885,58.8,21471.6,48673.0,59068.1,27.534025,0.0167714884696016,0.437456324248777,0.5457721872816212,5724.0,0.0135021097046413,0.0075949367088607,0.4987341772151898,0.0472573839662447,0.2962025316455696,0.0033755274261603,0.1118143459915611,0.0215189873417721,0.8023598820058997,0.0075853350189633,0.1116729877791824,0.0606826801517067,0.0063211125158027,0.011378002528445,182.516670227051,4653.0,10503,23.2,58.5,18.3,79.46,9037.881041,22.1,22.3,0.0,5957.9,0.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,88.0
15,Aesch (LU),580,11.4,46.69066455696203,191.69971671388103,1.9055690072639224,0.4066852367688022,0.0835654596100278,0.0348189415041782,0.1504178272980501,0.3245125348189415,59.0664863001456,10596.78704,6.8,1254.7,1834.0,5782.9,27.365036,0.1425855513307984,0.4790874524714829,0.3783269961977186,526.0,0.0111524163568773,0.1524163568773234,0.0111524163568773,0.0223048327137546,0.4200743494423792,0.0148698884758364,0.0929368029739776,0.275092936802974,0.4033018867924528,0.0966981132075471,0.0566037735849056,0.3985849056603773,0.0023584905660377,0.0424528301886792,200.459251675358,547.0,1313,18.5,63.0,18.5,22.73,0.0,13.71,9.39,0.0,2682.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,32.0
16,Aesch (ZH),524,9.2,47.38468809073724,167.42756183745584,2.239782016348774,0.3147208121827411,0.0710659898477157,0.0676818950930626,0.155668358714044,0.3908629441624365,55.6000003814697,76524.99074,6.8,2123.1,0.0,8028.2,19.534,0.1169590643274853,0.1666666666666666,0.716374269005848,342.0,0.0034965034965034,0.0559440559440559,0.0,0.0524475524475524,0.6433566433566433,0.0244755244755244,0.0314685314685314,0.1888111888111888,0.6,0.0426666666666666,0.024,0.3013333333333333,0.0053333333333333,0.0266666666666666,203.66667175293,717.0,1692,17.3,61.1,21.6,14.71,0.0,8.44,9.12,0.0,1404.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,52.0
17,Aeschi (SO),548,12.0,47.93969144460028,117.53605442176872,1.5925058548009368,0.4387617765814266,0.0740242261103634,0.0013458950201884,0.0861372812920592,0.3997308209959623,67.4278208712535,177.77625,4.9,988.4,0.0,7188.0,32.041687,0.217391304347826,0.2565217391304348,0.5260869565217391,230.0,0.0851063829787234,0.0455927051671732,0.0091185410334346,0.0516717325227963,0.6261398176291794,0.0091185410334346,0.0030395136778115,0.1702127659574468,0.5743707093821511,0.034324942791762,0.0,0.3546910755148741,0.0068649885583524,0.0297482837528604,199.893296293191,570.0,1310,20.4,63.5,16.1,15.95,3206.28463,12.33,9.91,0.0,1798.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,28.0
18,Aeschi bei Spiez,3099,5.1,65.60867895545314,134.50817438692098,2.046916890080429,0.4758064516129032,0.1108870967741935,0.0544354838709677,0.2123655913978494,0.146505376344086,23.6708335950971,2804.073135,13.6,5335.9,0.0,10653.0,22.541594,0.1644934804413239,0.1504513540621865,0.6850551654964895,997.0,0.0395738203957382,0.0837138508371385,0.0060882800608828,0.0076103500761035,0.5464231354642314,0.0,0.0060882800608828,0.3105022831050228,0.6136662286465178,0.0722733245729303,0.0052562417871222,0.1813403416557161,0.0,0.1274638633377135,255.633333206177,1008.0,2263,21.5,58.3,20.2,40.23,44565.53359,39.22,32.64,0.0,3446.03,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.4,21.0
19,Aeugst am Albis,791,12.7,48.95443925233645,149.7,1.7575250836120402,0.3052631578947368,0.0578947368421052,0.0747368421052631,0.1305263157894736,0.431578947368421,49.1833343505859,26169.10268,8.7,3951.0,0.0,12579.2,19.534,0.088235294117647,0.0565610859728506,0.8552036199095022,442.0,0.0307692307692307,0.0492307692307692,0.0061538461538461,0.0646153846153846,0.5815384615384616,0.0307692307692307,0.0184615384615384,0.2184615384615384,0.4036850921273032,0.0268006700167504,0.0100502512562814,0.507537688442211,0.0050251256281407,0.0469011725293132,208.266662597656,848.0,1988,18.0,62.2,19.8,21.42,0.0,10.75,13.35,0.0,2529.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,61.0
20,Affeltrangen,1443,11.1,52.46317991631799,207.3519713261649,1.6029776674937966,0.455325232308792,0.1129378127233738,0.0014295925661186,0.0736240171551108,0.3566833452466047,56.3666664123535,1001.767408,17.7,4410.8,11272.0,14438.8,16.805334,0.1388660640920296,0.5110928512736237,0.3500410846343467,1217.0,0.0476190476190476,0.0591630591630591,0.0937950937950937,0.023088023088023,0.5223665223665224,0.0072150072150072,0.0288600288600288,0.2178932178932179,0.6650660264105642,0.04921968787515,0.0240096038415366,0.2292917166866746,0.0060024009603841,0.0264105642256902,204.213333129883,1049.0,2684,15.6,61.5,22.9,53.11,24678.41484,75.04,16.48,0.0,10273.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,51.0
21,Affoltern am Albis,1059,30.7,53.436521739130434,210.4473235594954,3.1988217967599413,0.2986761381982564,0.0875040361640297,0.0613496932515337,0.1989021633839199,0.3535679690022602,60.2499980926514,471602.2442,70.3,35081.0,13051.0,63783.9,19.534,0.0067919075144508,0.1888728323699422,0.804335260115607,6920.0,0.0012180267965895,0.0883069427527405,0.0060901339829476,0.0066991473812423,0.6632155907429963,0.0219244823386114,0.1376370280146163,0.0749086479902557,0.5254316378908073,0.0671955202986467,0.105459636024265,0.2487167522165189,0.0093327111525898,0.0438637424171721,198.416664123535,5412.0,12404,18.2,61.7,20.2,92.12,0.0,31.66,27.81,14200.0,5612.6,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,2.7,174.0
22,Affoltern im Emmental,1151,7.6,63.43045897079277,169.4011976047904,1.7078947368421054,0.5202863961813843,0.1599045346062052,0.0477326968973747,0.0894988066825775,0.1825775656324582,53.5833320617676,1045.890698,6.9,2290.5,1334.0,4133.3,22.541594,0.3003802281368821,0.3136882129277566,0.3859315589353612,526.0,0.0283286118980169,0.0736543909348441,0.0,0.0113314447592068,0.3824362606232294,0.0141643059490084,0.0198300283286118,0.4702549575070821,0.7345360824742269,0.0670103092783505,0.0128865979381443,0.1288659793814432,0.0154639175257731,0.0412371134020618,219.5,517.0,1156,22.6,60.1,17.3,26.19,108145.6337,44.44,12.76,0.0,2325.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.0
23,Agarn,765,4.3,54.09117082533589,106.24485981308412,1.5150375939849623,0.5231910946196661,0.0166975881261595,0.0037105751391465,0.1354359925788497,0.3209647495361781,15.4555557171504,0.0,4.2,774.8,359.0,4033.5,20.237667,0.096938775510204,0.3673469387755102,0.5357142857142857,196.0,0.0472103004291845,0.1158798283261802,0.0085836909871244,0.0128755364806866,0.6394849785407726,0.0,0.0128755364806866,0.1630901287553648,0.5563636363636364,0.0981818181818181,0.0072727272727272,0.2109090909090909,0.0,0.1272727272727272,295.411117553711,304.0,690,19.2,65.7,15.1,11.46,0.0,3.07,3.87,0.0,486.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,14.0
24,Agiez,546,4.4,74.76234567901234,160.47337278106508,1.824175824175824,0.4674556213017751,0.1242603550295858,0.0,0.1479289940828402,0.2603550295857988,59.4007262274034,0.0,1.7,239.5,0.0,1654.8,29.1028,0.3970588235294117,0.2794117647058823,0.3235294117647059,68.0,0.0,0.0930232558139534,0.5348837209302325,0.0,0.1511627906976744,0.0232558139534883,0.0232558139534883,0.1744186046511628,0.7582417582417582,0.0879120879120879,0.0219780219780219,0.0659340659340659,0.0219780219780219,0.0439560439560439,192.386665875683,144.0,373,12.7,60.3,27.0,5.8,46375.58622,12.74,6.97,400.0,1349.98,0.0,0.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0
25,Agno,303,54.6,58.65803303303304,173.73023930384338,3.2416034669555795,0.3451008645533141,0.0626801152737752,0.0,0.228386167146974,0.3638328530259366,96.9830839751019,817443.0538,33.4,12905.5,4625.0,29387.5,29.101,0.0028860028860028,0.3232323232323232,0.6738816738816739,2772.0,0.0206422018348623,0.1123853211009174,0.0722477064220183,0.0011467889908256,0.75,0.0011467889908256,0.0263761467889908,0.0160550458715596,0.7265388496468214,0.0988900100908173,0.0232088799192734,0.1402623612512613,0.0,0.0110998990918264,161.551081724552,2049.0,4396,21.5,59.8,18.7,50.11,0.0,6.05,4.26,0.0,2178.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,37.0
26,Aigle,1641,25.5,61.94285714285714,251.996138996139,4.363440860215054,0.4886582083813918,0.0803537101114955,0.0019223375624759,0.1480199923106497,0.2810457516339869,50.2399997711182,2789988.698,65.4,31661.6,17040.0,47941.9,29.7028,0.0485192186515437,0.22117202268431,0.7303087586641462,6348.0,0.0035637918745545,0.0513186029935851,0.6443335709194583,0.0049893086243763,0.2537419814682822,0.0064148253741981,0.0042765502494654,0.0313613684960798,0.8273333333333334,0.044,0.004,0.0953333333333333,0.0046666666666666,0.0246666666666666,208.019998168945,4464.0,10776,17.5,60.2,22.3,129.69,0.0,33.63,43.11,7700.0,16811.38,0.0,0.0,280.0,27080.0,0.0,0.0,0.0,0.0,120.0,0.0,1.5,80.0
27,Aire-la-Ville,293,20.1,44.04088785046729,165.74715261958997,1.4591194968553458,0.2727272727272727,0.0272727272727272,0.009090909090909,0.1,0.5909090909090909,80.614978183293,43665.15342,7.2,1436.2,2032.0,5863.6,23.836697,0.0165289256198347,0.378099173553719,0.6053719008264463,484.0,0.0,0.1143790849673202,0.0915032679738562,0.0,0.5686274509803921,0.0098039215686274,0.1862745098039215,0.0294117647058823,0.64375,0.109375,0.178125,0.05,0.003125,0.015625,182.948617352247,411.0,1136,13.7,60.4,25.9,13.55,122.7634506,2.89,3.83,0.0,802.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36800.0,0.0,0.0,1.9,21.0
28,Airolo,9435,2.8,68.89271924986211,108.541928721174,1.7458006718924972,0.543694400837258,0.0136054421768707,0.0,0.1371009942438514,0.3055991627420198,4.49629629927653,918920.3152,12.3,4304.7,5144.0,12932.4,21.195333,0.0650953984287317,0.3602693602693603,0.574635241301908,891.0,0.0039525691699604,0.3280632411067193,0.0171277997364953,0.0026350461133069,0.3530961791831357,0.0013175230566534,0.0276679841897233,0.2661396574440052,0.417910447761194,0.308457711442786,0.0261194029850746,0.0646766169154228,0.0,0.1828358208955224,294.644444218388,722.0,1433,26.7,56.9,16.3,42.8,223876.8867,9.21,44.15,1100.0,442.64,0.0,0.0,0.0,0.0,1084.0,0.0,107410.0,0.0,0.0,22950.0,0.8,7.0
29,Alberswil,353,8.4,45.2245508982036,190.66567164179105,1.9281767955801103,0.4631268436578171,0.0825958702064896,0.0206489675516224,0.1150442477876106,0.3185840707964602,61.182120398751,841.738672,5.0,987.0,0.0,3219.0,27.365036,0.2186234817813765,0.194331983805668,0.5870445344129555,247.0,0.0075187969924812,0.0601503759398496,0.0,0.0,0.6616541353383458,0.0,0.0300751879699248,0.2406015037593984,0.582010582010582,0.0423280423280423,0.0052910052910052,0.3227513227513227,0.0,0.0476190476190476,203.466648954112,269.0,660,11.1,69.3,19.6,12.42,2557.735519,17.09,4.07,0.0,1975.38,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.0
30,Albinen,1556,3.3,85.6,61.16638655462185,1.6223021582733812,0.4403973509933774,0.0165562913907284,0.0198675496688741,0.1009933774834437,0.4221854304635761,5.80000003427267,0.0,2.2,962.1,0.0,3094.9,20.237667,0.1098901098901098,0.1648351648351648,0.7252747252747253,91.0,0.017921146953405,0.2867383512544803,0.0,0.0,0.2150537634408602,0.0,0.010752688172043,0.4695340501792114,0.35,0.2785714285714286,0.0107142857142857,0.0428571428571428,0.0,0.3178571428571428,302.049995422363,122.0,250,36.7,52.9,10.4,11.47,0.0,0.39,4.13,0.0,90.14,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Albula/Alvra,9393,2.8,66.82118055555556,115.7247311827957,1.7015590200445434,0.5752544188537762,0.0573111944295661,0.0133904659882163,0.1167648634172469,0.2372790573111944,18.0571427576776,0.0,9.9,4174.5,830.0,13378.5,19.028,0.1456582633053221,0.1372549019607843,0.7170868347338936,714.0,0.0308788598574821,0.2648456057007126,0.003562945368171,0.0213776722090261,0.2790973871733966,0.008313539192399,0.003562945368171,0.3883610451306413,0.3139407244785949,0.2403951701427003,0.0,0.1295279912184412,0.0153677277716794,0.300768386388584,272.580952235631,579.0,1288,24.6,60.0,15.4,38.85,39310.02191,7.99,34.68,2000.0,1953.18,0.0,0.0,0.0,0.0,227.0,0.0,152000.0,0.0,0.0,0.0,1.6,14.0
32,Alchenstorf,657,7.6,64.67824773413898,163.3042328042328,1.6082474226804124,0.4444444444444444,0.1111111111111111,0.0529100529100529,0.1216931216931216,0.2698412698412698,64.7444445292155,0.0,2.2,349.8,0.0,2656.5,22.541594,0.6140350877192983,0.0701754385964912,0.3157894736842105,114.0,0.0613496932515337,0.0184049079754601,0.0061349693251533,0.0122699386503067,0.3865030674846625,0.0122699386503067,0.1595092024539877,0.3435582822085889,0.5927835051546392,0.0154639175257731,0.1288659793814432,0.2268041237113402,0.0103092783505154,0.0257731958762886,202.422215779622,258.0,597,23.1,59.5,17.4,12.08,8137.744316,20.82,9.03,0.0,789.16,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.0
33,Allaman,1154,22.4,71.47752808988764,253.33566433566435,1.5673758865248226,0.5416666666666666,0.0659722222222222,0.0034722222222222,0.125,0.2638888888888889,72.2951845050551,333059.4276,9.9,1438.2,1937.0,1805.4,32.33,0.1179487179487179,0.0794871794871794,0.8025641025641026,390.0,0.0076335877862595,0.1755725190839694,0.0229007633587786,0.015267175572519,0.6641221374045801,0.0,0.015267175572519,0.099236641221374,0.6689655172413793,0.1379310344827586,0.0137931034482758,0.1448275862068965,0.0,0.0344827586206896,181.521128958985,180.0,431,17.5,60.5,22.0,13.6,0.0,6.29,6.56,300.0,2214.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.0
34,Alle,1060,13.0,51.86258561643836,186.87908496732027,1.467930029154519,0.4614760746147607,0.0421735604217356,0.0024330900243309,0.0827250608272506,0.4111922141119221,54.4444440205892,0.0,15.0,2396.8,7496.0,9725.1,22.541594,0.0580319596299411,0.6055508830950378,0.336417157275021,1189.0,0.1506352087114337,0.0798548094373865,0.0,0.0127041742286751,0.6606170598911071,0.0,0.0072595281306715,0.0889292196007259,0.5522174535050072,0.0629470672389127,0.0042918454935622,0.3419170243204578,0.0,0.03862660944206,196.388885498047,788.0,1891,21.2,55.6,23.1,37.42,0.0,29.68,38.13,0.0,6395.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.0
35,Allmendingen,381,9.8,60.196666666666665,168.88319088319088,1.6242774566473988,0.4659090909090909,0.0625,0.0625,0.1079545454545454,0.3011363636363636,63.4496644136877,0.0,3.9,1185.4,0.0,3165.0,22.541594,0.1953488372093023,0.0883720930232558,0.7162790697674418,215.0,0.1111111111111111,0.1790123456790123,0.0123456790123456,0.074074074074074,0.4444444444444444,0.0061728395061728,0.0,0.1728395061728395,0.563953488372093,0.1686046511627907,0.0,0.2383720930232558,0.0,0.0290697674418604,202.079305460702,249.0,571,28.9,52.6,18.4,9.33,0.0,14.35,4.6,0.0,538.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,7.0
