,mun_name,area,area_urban_percent,build_age_year,build_area_m2,build_rooms,build_type_com_ind_percent,build_type_mixed_percent,build_type_other_percent,build_type_res_MFH_percent,build_type_res_SFH_percent,cooling_days,dem_cool_kWh,dem_el_GWh,dem_heat_com_MWh,dem_heat_ind_MWh,dem_heat_res_MWh,electricity_price,employed_primary_percent,employed_secondary_percent,employed_tertiary_percent,employed_total,heat_fuel_air_percent,heat_fuel_electricity_percent,heat_fuel_gas_percent,heat_fuel_geo_percent,heat_fuel_oil_percent,heat_fuel_other_percent,heat_fuel_remoteheat_percent,heat_fuel_wood_percent,heat_type_boiler_percent,heat_type_electricity_percent,heat_type_heatexchanger_percent,heat_type_heatpump_percent,heat_type_other_percent,heat_type_oven_percent,heating_days,households_total,pop,pop_retired_percent,pop_working_percent,pop_young_percent,pot_el_PV_GWh,pot_el_wind_mps3,pot_en_bio_nonwood_TJ,pot_en_bio_wood_TJ,pot_he_wastewaterheat_MWh,sup_el_PV_kW,sup_el_biomass_kW,sup_el_gas_kW,sup_el_hydro_cont_kW,sup_el_hydro_div_kW,sup_el_hydro_drink_kW,sup_el_hydro_pump_kW,sup_el_hydro_store_kW,sup_el_waste_kW,sup_el_wastewater_kW,sup_el_wind_kW,vehicles_el_percent,vehicles_el_total
195,Birsfelden,251,79.5,73.16436688311688,269.96753246753246,5.325375773651635,0.1103948428686543,0.1039484286865431,0.0048348106365834,0.4536663980660757,0.3271555197421434,75.4182672960091,661454.2613,53.6,18258.5,39134.0,51639.7,27.534025,0.0021111893033075,0.3640628665259207,0.6338259441707718,4263.0,0.0040420371867421,0.0137429264349232,0.549717057396928,0.0291026677445432,0.2667744543249798,0.0048504446240905,0.1196443007275667,0.0121261115602263,0.8188405797101449,0.0136876006441223,0.1191626409017713,0.0330112721417069,0.0088566827697262,0.0064412238325281,181.276686932045,5188.0,10347,24.4,59.4,16.2,64.84,0.0,66.05,14.31,65700.0,9569.35,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,1.1,46.0
196,Birwinken,1229,8.0,60.34272608125819,177.8709677419355,1.4129979035639413,0.4789823008849557,0.1150442477876106,0.0088495575221238,0.0663716814159292,0.3307522123893805,58.0916662216187,850.521272,6.2,1622.3,379.0,6698.7,18.04,0.4354354354354354,0.2222222222222222,0.3423423423423423,333.0,0.0103896103896103,0.0597402597402597,0.0025974025974025,0.0259740259740259,0.5064935064935064,0.0051948051948051,0.0181818181818181,0.3714285714285714,0.6342975206611571,0.0475206611570247,0.0144628099173553,0.2355371900826446,0.0,0.0681818181818181,199.841667175293,538.0,1333,16.6,61.5,21.9,30.28,0.0,50.2,15.19,0.0,5834.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,23.0
197,Bischofszell,1158,18.6,61.80997624703088,192.72174657534248,2.314504881450488,0.420675105485232,0.090295358649789,0.0050632911392405,0.1392405063291139,0.3447257383966244,55.1166667938232,29565.6579,40.6,10492.0,52644.0,34311.5,33.712,0.0243975007438262,0.5022314787265695,0.4733710205296043,3361.0,0.0065466448445171,0.041734860883797,0.2602291325695581,0.0196399345335515,0.5196399345335515,0.0106382978723404,0.011456628477905,0.130114566284779,0.6986577181208053,0.0335570469798657,0.0093959731543624,0.2093959731543624,0.0013422818791946,0.0476510067114094,201.316669464111,2677.0,5974,18.5,61.0,20.5,70.25,0.0,114.61,24.06,7100.0,5423.6,0.0,0.0,0.0,1886.0,0.0,0.0,0.0,0.0,350.0,0.0,2.1,79.0
198,Bissone,370,20.4,66.98955613577023,139.8700980392157,3.0635451505016724,0.2773722627737226,0.0291970802919708,0.0024330900243309,0.2798053527980535,0.4111922141119221,84.4266985762833,21145.71081,4.9,1824.0,0.0,8927.2,29.101,0.0,0.1339712918660287,0.8660287081339713,209.0,0.0113636363636363,0.2083333333333333,0.0454545454545454,0.0075757575757575,0.7083333333333334,0.0037878787878787,0.0,0.0151515151515151,0.6357827476038339,0.1757188498402556,0.0,0.1757188498402556,0.0,0.0127795527156549,178.701986903744,447.0,985,21.9,63.4,14.7,7.53,0.0,1.21,12.89,0.0,290.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,11.0
199,Bister,581,1.2,69.67647058823529,64.47222222222223,1.3076923076923077,0.6388888888888888,0.0,0.0,0.1018518518518518,0.2592592592592592,8.63058056616654,0.0,0.3,0.0,0.0,136.9,26.759007,0.4615384615384615,0.0,0.5384615384615384,13.0,0.0,0.5,0.0,0.0263157894736842,0.0789473684210526,0.0263157894736842,0.0,0.3684210526315789,0.2051282051282051,0.4871794871794871,0.0256410256410256,0.0512820512820512,0.0,0.2307692307692307,298.448616311888,16.0,33,30.3,60.6,9.1,1.42,0.0,0.04,1.15,0.0,14.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.0
200,Bitsch,579,8.2,54.29851851851852,100.74778761061948,1.987915407854985,0.5146198830409356,0.0175438596491228,0.0116959064327485,0.1783625730994152,0.2777777777777778,49.1395065173817,0.0,5.6,1822.2,601.0,5013.0,26.759007,0.0716612377850162,0.1791530944625407,0.749185667752443,307.0,0.2006172839506173,0.2191358024691358,0.0092592592592592,0.0339506172839506,0.2376543209876543,0.0277777777777777,0.0,0.2716049382716049,0.3728323699421965,0.2052023121387283,0.0,0.2832369942196532,0.0260115606936416,0.1127167630057803,223.870159324421,412.0,1079,12.3,69.0,18.8,14.1,0.0,1.64,4.93,0.0,1182.55,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,19.0
201,Bière,2506,6.8,71.33816425120773,250.1736011477762,2.507418397626113,0.5321888412017167,0.1015736766809728,0.0,0.1473533619456366,0.2188841201716738,44.8291662931442,32788.89266,8.7,2228.9,917.0,8121.6,30.7164,0.144,0.31,0.546,500.0,0.00920245398773,0.1134969325153374,0.3006134969325153,0.0,0.450920245398773,0.0122699386503067,0.0245398773006134,0.0889570552147239,0.7536656891495601,0.1026392961876832,0.0234604105571847,0.0615835777126099,0.0117302052785923,0.0469208211143695,216.633331298828,690.0,1631,18.3,59.6,22.0,33.61,0.0,34.01,41.23,3500.0,1532.64,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,24.0,0.0,1.3,13.0
202,Blatten,9051,0.4,81.52854812398043,53.95047923322684,1.6712328767123288,0.6539074960127592,0.011164274322169,0.0063795853269537,0.1291866028708134,0.1993620414673046,2.41111108350257,0.0,1.6,520.4,0.0,2838.9,21.572834,0.2857142857142857,0.0476190476190476,0.6666666666666666,84.0,0.0191387559808612,0.2822966507177033,0.0,0.0191387559808612,0.277511961722488,0.0095693779904306,0.0,0.3923444976076555,0.3111111111111111,0.2622222222222222,0.0,0.1066666666666666,0.0088888888888888,0.3111111111111111,340.237499237061,129.0,297,29.8,52.7,17.5,10.67,0.0,0.59,4.75,200.0,100.28,0.0,0.0,0.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.0
203,Blauen,712,5.4,50.47619047619048,141.94237288135594,1.2405498281786942,0.0168918918918918,0.1047297297297297,0.0033783783783783,0.081081081081081,0.793918918918919,62.9111124674479,0.0,2.7,688.0,0.0,4377.5,22.541594,0.16,0.29,0.55,100.0,0.0472972972972973,0.0945945945945946,0.0,0.2094594594594594,0.4797297297297297,0.0,0.0033783783783783,0.1655405405405405,0.6418918918918919,0.0945945945945946,0.0033783783783783,0.2567567567567567,0.0,0.0033783783783783,195.733332316081,306.0,697,24.7,58.1,17.2,8.83,20682.53417,1.54,16.59,0.0,695.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.0
204,Bleienbach,569,8.3,62.55681818181818,195.48684210526315,1.5870445344129556,0.4223194748358862,0.1203501094091903,0.0678336980306345,0.1181619256017505,0.2713347921225383,62.9438822992878,0.0,6.9,2390.9,1869.0,3620.9,22.541594,0.0852842809364548,0.568561872909699,0.3461538461538461,598.0,0.1308411214953271,0.0514018691588785,0.014018691588785,0.0233644859813084,0.4813084112149532,0.0093457943925233,0.0,0.2897196261682243,0.5833333333333334,0.0436507936507936,0.0,0.2857142857142857,0.0039682539682539,0.0833333333333333,205.487440845716,321.0,736,23.8,59.0,17.1,15.15,22642.19012,13.12,9.35,0.0,826.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.0
205,Blenio,20200,1.3,69.8981981981982,81.7513812154696,1.2017208413001912,0.4032539221382917,0.0055200464846019,0.0,0.0877396862289366,0.5034863451481697,4.88333331234753,1500752.534,10.0,2342.6,1413.0,16389.7,27.941334,0.2054794520547945,0.2517123287671233,0.5428082191780822,584.0,0.0059701492537313,0.3898507462686567,0.0191044776119403,0.0005970149253731,0.2095522388059701,0.0011940298507462,0.0113432835820895,0.3623880597014925,0.2736318407960199,0.3609729132117192,0.0099502487562189,0.0812603648424544,0.0005527915975677,0.2736318407960199,299.911309378488,837.0,1752,28.0,55.9,16.1,49.51,0.0,22.93,22.96,500.0,1721.82,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.9,10.0
206,Blonay - Saint-Légier,3125,0.0,49.79961215255333,126.3081418782749,1.701241134751773,0.3159903575733226,0.0335476094817195,0.0054238650060265,0.1261550823623945,0.5188830855765367,35.9095232827323,671295.6738,56.2,27517.7,3656.0,66665.7,29.1028,0.0,0.0,0.0,0.0,0.0123136746597537,0.0842514581983149,0.5349967595593,0.008749189889825,0.2683084899546338,0.0084251458198314,0.0165262475696694,0.0664290343486714,0.7116424708226587,0.0728721890122402,0.0145175064047822,0.1474523199544548,0.0034158838599487,0.0500996299459151,226.104762486049,0.0,11909,0.0,0.0,0.0,114.59,119279.65,29.84,65.62,0.0,11489.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,273.0
207,Blumenstein,1552,3.9,62.20427728613569,142.03645833333334,1.76,0.4922279792746113,0.1101036269430051,0.038860103626943,0.1373056994818652,0.2215025906735751,30.4416670799255,475.697686,5.9,1392.0,1122.0,5582.2,50.32439,0.1739130434782608,0.4347826086956521,0.391304347826087,345.0,0.0327380952380952,0.0357142857142857,0.0,0.0029761904761904,0.5178571428571429,0.0059523809523809,0.0208333333333333,0.3839285714285714,0.7572559366754618,0.0316622691292876,0.0158311345646438,0.1530343007915567,0.0,0.0422163588390501,242.475002288818,540.0,1263,24.4,56.3,19.4,15.14,0.0,21.57,24.62,0.0,1584.04,0.0,0.0,0.0,34.0,264.0,0.0,0.0,0.0,0.0,0.0,1.1,8.0
208,Bodio,648,13.8,69.18678977272727,139.85135135135135,2.068306010928962,0.5161725067385444,0.0256064690026954,0.0,0.1293800539083558,0.3288409703504043,45.8739645169019,398409.3749,7.3,1649.5,17160.0,6701.1,27.941334,0.010351966873706,0.6853002070393375,0.3043478260869565,483.0,0.0409356725146198,0.3011695906432748,0.0204678362573099,0.0029239766081871,0.4912280701754385,0.0058479532163742,0.0,0.1374269005847953,0.4704301075268817,0.2768817204301075,0.0,0.1344086021505376,0.0026881720430107,0.1155913978494623,213.092491412647,451.0,911,22.1,57.9,20.0,10.55,0.0,1.52,3.06,0.0,631.1,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0
209,Bofflens,421,5.8,81.39788732394366,146.51315789473685,1.4027777777777777,0.5460526315789473,0.0986842105263157,0.006578947368421,0.0921052631578947,0.2565789473684211,58.9166660308838,0.0,0.8,247.2,0.0,943.0,29.1028,0.5806451612903226,0.1290322580645161,0.2903225806451613,62.0,0.015625,0.203125,0.359375,0.015625,0.21875,0.0,0.0,0.1875,0.5555555555555556,0.1805555555555555,0.0,0.1666666666666666,0.0,0.0972222222222222,193.133331298828,79.0,206,12.4,69.1,18.6,4.79,38156.54565,12.45,3.76,0.0,184.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0
210,Bogis-Bossey,245,13.6,43.4620786516854,121.96712328767124,1.416974169741697,0.2472826086956521,0.0380434782608695,0.0027173913043478,0.1059782608695652,0.6059782608695652,70.1244826724894,0.0,2.8,1027.0,318.0,5506.6,29.1028,0.1547619047619047,0.0238095238095238,0.8214285714285714,84.0,0.0683760683760683,0.5512820512820513,0.0042735042735042,0.0085470085470085,0.329059829059829,0.017094017094017,0.0128205128205128,0.0085470085470085,0.2791519434628975,0.4487632508833922,0.0106007067137809,0.2438162544169611,0.0141342756183745,0.0035335689045936,186.604824420178,300.0,894,14.8,58.2,26.9,8.42,0.0,6.38,3.35,0.0,434.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,22.0
211,Bois-d'Amont,1228,9.6,46.6657848324515,153.95624103299858,1.6274509803921569,0.4390591589451176,0.0392017106200997,0.0997861724875267,0.1076265146115466,0.3143264433357092,54.4333324432373,12475.65437,7.7,2096.1,0.0,9800.5,23.330713,0.2382271468144044,0.2409972299168975,0.5207756232686981,361.0,0.134575569358178,0.1387163561076604,0.0062111801242236,0.113871635610766,0.453416149068323,0.0124223602484472,0.0082815734989648,0.1325051759834368,0.3979135618479881,0.0998509687034277,0.0044709388971684,0.4634873323397913,0.0089418777943368,0.0253353204172876,212.400001525879,882.0,2315,15.0,60.1,24.8,32.51,0.0,32.88,12.66,0.0,4486.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Bolken,212,11.7,42.742559523809526,100.14454277286136,1.2392344497607657,0.391812865497076,0.0614035087719298,0.0029239766081871,0.0584795321637426,0.4853801169590643,68.5313272609184,0.0,2.0,463.1,0.0,3402.6,22.541594,0.2833333333333333,0.0333333333333333,0.6833333333333333,60.0,0.0714285714285714,0.0857142857142857,0.0142857142857142,0.0,0.75,0.0,0.0,0.0785714285714285,0.5380952380952381,0.0571428571428571,0.0,0.3809523809523809,0.0,0.0238095238095238,198.480536736792,234.0,587,14.5,62.5,23.0,6.91,0.0,1.07,4.57,0.0,369.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,8.0
213,Bolligen,1657,12.4,53.815626383355465,162.05152596115735,2.0403276622558284,0.3339889850511408,0.051927616050354,0.055861526357199,0.1302124311565696,0.4280094413847364,54.0083341598511,3034.638248,22.9,11246.7,2901.0,37024.8,22.541594,0.0830188679245283,0.1584905660377358,0.7584905660377359,1590.0,0.0251107828655834,0.0790251107828655,0.000738552437223,0.0332348596750369,0.6920236336779911,0.0029542097488921,0.0539143279172821,0.1129985228951255,0.6591187270501836,0.0654834761321909,0.0410036719706242,0.2258261933904528,0.0,0.0085679314565483,215.708332061768,2743.0,6404,29.2,51.2,19.7,56.68,91718.27479,24.0,41.24,0.0,4946.11,440.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,66.0
214,Boltigen,7707,2.4,83.23428232502965,109.79971042471044,1.4545454545454546,0.7073288331726133,0.0805207328833172,0.0250723240115718,0.0612343297974927,0.1258437801350048,19.0380953607105,1511.820018,6.9,1638.8,0.0,4895.5,22.541594,0.4325396825396825,0.1706349206349206,0.3968253968253968,504.0,0.0099173553719008,0.0727272727272727,0.0,0.0,0.3322314049586777,0.0082644628099173,0.0115702479338842,0.5652892561983471,0.6126418152350082,0.0713128038897893,0.0113452188006482,0.0275526742301458,0.0081037277147487,0.2690437601296596,264.790475754511,549.0,1241,25.3,56.9,17.8,46.62,136878.4595,41.39,75.87,900.0,715.84,0.0,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0
215,Bonaduz,1440,7.8,41.54358974358974,177.40823970037454,2.3047375160051216,0.078883495145631,0.0546116504854368,0.0072815533980582,0.2864077669902912,0.5728155339805825,55.9466659545898,0.0,23.0,4442.4,6872.0,18003.3,26.847334,0.0442132639791937,0.5695708712613784,0.3862158647594278,1538.0,0.0833333333333333,0.0525362318840579,0.0,0.0434782608695652,0.6757246376811594,0.0090579710144927,0.0018115942028985,0.1340579710144927,0.5306122448979592,0.0369897959183673,0.0012755102040816,0.3928571428571428,0.0,0.0382653061224489,204.333331298828,1486.0,3499,15.7,62.9,21.4,29.62,0.0,4.69,18.7,0.0,2090.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,44.0
216,Boncourt,902,20.1,57.87169811320755,202.08595194085024,1.3284403669724771,0.5160697887970616,0.0367309458218549,0.0,0.0413223140495867,0.4058769513314967,53.5999984741211,0.0,16.5,4311.3,20138.0,7547.3,22.341595,0.02757793764988,0.5275779376498801,0.4448441247002398,1668.0,0.0653061224489796,0.0714285714285714,0.0020408163265306,0.0081632653061224,0.7693877551020408,0.0040816326530612,0.010204081632653,0.0693877551020408,0.7122302158273381,0.0629496402877697,0.0089928057553956,0.185251798561151,0.0035971223021582,0.026978417266187,195.333335876465,570.0,1185,30.1,51.8,18.2,34.63,0.0,16.24,12.36,0.0,2115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10.0
217,Bonfol,1358,6.9,65.05996621621621,177.4518167456556,1.4542586750788644,0.5220820189274448,0.0583596214511041,0.0063091482649842,0.0757097791798107,0.3375394321766561,57.1000003814697,0.0,6.0,949.7,1391.0,3822.2,22.541594,0.125,0.6524390243902439,0.2225609756097561,328.0,0.0431893687707641,0.0730897009966777,0.0,0.0099667774086378,0.6777408637873754,0.0,0.0199335548172757,0.1760797342192691,0.6604938271604939,0.0679012345679012,0.0185185185185185,0.1203703703703703,0.0,0.132716049382716,193.733337402344,328.0,642,31.7,52.0,16.3,19.61,0.0,19.82,23.0,1000.0,2795.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,8.0
218,Boningen,276,25.0,44.611702127659576,147.30732860520095,1.6869565217391305,0.4682352941176471,0.0352941176470588,0.0023529411764705,0.0870588235294117,0.4070588235294117,69.9000015258789,15.17655,4.3,917.4,2153.0,4352.0,24.270216,0.1044176706827309,0.5220883534136547,0.3734939759036144,249.0,0.0058479532163742,0.0292397660818713,0.0116959064327485,0.0,0.5847953216374269,0.0467836257309941,0.0,0.3216374269005848,0.5353982300884956,0.0221238938053097,0.0,0.2831858407079646,0.0,0.1592920353982301,198.583335876465,336.0,786,11.7,68.5,19.8,11.14,0.0,1.93,7.14,0.0,822.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0
219,Boniswil,279,21.1,50.650668286755774,139.3688622754491,1.7925233644859813,0.3702830188679245,0.0601415094339622,0.0153301886792452,0.1096698113207547,0.4445754716981132,66.9497681846622,0.0,6.6,1745.7,0.0,9393.1,22.776266,0.0366492146596858,0.3560209424083769,0.6073298429319371,191.0,0.0335731414868105,0.0743405275779376,0.0047961630695443,0.0191846522781774,0.6810551558752997,0.0671462829736211,0.0047961630695443,0.1151079136690647,0.5597014925373134,0.0578358208955223,0.0,0.2667910447761194,0.0634328358208955,0.0522388059701492,195.466734191395,650.0,1589,19.7,61.0,19.3,16.96,854.3794289,2.09,7.24,0.0,945.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,28.0
220,Bonstetten,743,15.5,46.60541969596827,158.4312101910828,2.244196044711952,0.2205791743684534,0.0585335797905114,0.0714725816389402,0.1447935921133703,0.5046210720887245,56.6333332061768,0.0,17.2,7711.5,657.0,33015.8,19.534,0.0335305719921104,0.1094674556213017,0.8570019723865878,1014.0,0.0034965034965034,0.0221445221445221,0.1701631701631701,0.0174825174825174,0.6351981351981352,0.0104895104895104,0.0233100233100233,0.1177156177156177,0.6361344537815126,0.0142857142857142,0.0168067226890756,0.2957983193277311,0.007563025210084,0.0294117647058823,202.800003051758,2327.0,5632,16.5,59.8,23.6,32.95,0.0,8.69,15.87,0.0,2569.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,98.0
221,Bonvillars,847,6.5,70.66279069767442,184.1007462686567,1.5844155844155845,0.4349442379182156,0.1078066914498141,0.0074349442379182,0.1301115241635687,0.3197026022304832,59.6666679382324,0.0,2.4,484.3,942.0,2425.9,29.1028,0.3622047244094488,0.3149606299212598,0.3228346456692913,127.0,0.0,0.1259259259259259,0.0,0.0,0.6888888888888889,0.0074074074074074,0.0,0.1777777777777777,0.5974842767295597,0.0880503144654088,0.0,0.1761006289308176,0.0,0.1383647798742138,198.0,207.0,481,21.2,58.2,20.6,9.44,19740.22397,3.48,29.33,0.0,771.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.0
222,Boppelsen,396,12.4,45.25987525987526,140.9375,1.6997518610421836,0.2181818181818181,0.0709090909090909,0.069090909090909,0.1527272727272727,0.4890909090909091,53.9333324432373,0.0,4.4,1421.6,663.0,8131.5,19.534,0.5251572327044025,0.0597484276729559,0.4150943396226415,318.0,0.0,0.0915750915750915,0.0,0.0,0.7362637362637363,0.0146520146520146,0.0,0.1575091575091575,0.5412621359223301,0.0606796116504854,0.0,0.3470873786407767,0.0,0.0509708737864077,200.449996948242,593.0,1462,18.3,58.9,22.8,13.8,0.0,2.44,9.32,0.0,1182.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,32.0
223,Borex,199,20.9,47.08312958435208,147.27209302325582,1.8049645390070923,0.3441108545034642,0.0369515011547344,0.0046189376443418,0.1039260969976905,0.5103926096997691,68.1584999109034,0.0,3.2,853.2,0.0,5861.6,29.1028,0.2307692307692307,0.0769230769230769,0.6923076923076923,104.0,0.048582995951417,0.3846153846153846,0.0445344129554655,0.0242914979757085,0.4696356275303643,0.0040485829959514,0.0,0.0242914979757085,0.4647887323943662,0.3274647887323944,0.0,0.204225352112676,0.0035211267605633,0.0,187.614801190649,449.0,1161,15.7,58.5,25.8,12.11,0.0,3.92,1.99,0.0,1152.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0
224,Bosco/Gurin,2200,0.6,75.65235457063712,56.82016348773842,1.3529411764705883,0.5940054495912807,0.0108991825613079,0.0,0.0381471389645776,0.3569482288828338,2.03809525285448,79024.68088,0.9,129.1,0.0,1912.0,27.941334,0.1594202898550724,0.1884057971014492,0.6521739130434783,69.0,0.0,0.3087248322147651,0.0201342281879194,0.0,0.2147651006711409,0.0,0.0,0.4563758389261745,0.2666666666666666,0.3066666666666666,0.0,0.0066666666666666,0.0,0.42,272.866662161691,28.0,54,30.6,63.3,6.1,3.37,0.0,0.13,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0
225,Bossonnens,412,12.2,38.72368421052632,173.500826446281,2.047752808988764,0.3927392739273927,0.0709570957095709,0.0396039603960396,0.0973597359735973,0.3993399339933993,54.3517038653019,37629.82114,8.3,1534.9,2154.0,6635.4,23.330713,0.0362903225806451,0.3588709677419355,0.6048387096774194,496.0,0.0454545454545454,0.0619834710743801,0.1570247933884297,0.1446280991735537,0.5,0.0082644628099173,0.0082644628099173,0.0743801652892562,0.4710743801652892,0.0413223140495867,0.0055096418732782,0.4600550964187327,0.0055096418732782,0.0165289256198347,201.854496201505,590.0,1555,11.6,62.2,26.2,19.96,26410.69241,14.27,3.67,0.0,2411.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,27.0
226,Boswil,1178,11.1,49.24412983425415,184.2104895104895,1.950777202072539,0.4792658055744391,0.0768184908225696,0.0135961930659415,0.1121685927940176,0.3181509177430319,62.2777786254883,38571.3741,29.4,5756.2,8812.0,16442.5,22.864,0.0863930885529157,0.3822894168466522,0.531317494600432,1389.0,0.0262295081967213,0.040983606557377,0.0081967213114754,0.0147540983606557,0.7180327868852459,0.0032786885245901,0.0098360655737704,0.1786885245901639,0.6385696040868455,0.0319284802043422,0.0063856960408684,0.2567049808429119,0.0012771392081736,0.0651340996168582,197.555552164714,1217.0,2984,16.4,62.3,21.3,43.33,0.0,52.92,17.23,0.0,2329.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,33.0
227,Bottens,688,7.6,52.12106537530266,164.46604215456674,2.167259786476868,0.3691588785046729,0.0887850467289719,0.0116822429906542,0.2009345794392523,0.3294392523364486,48.6499996185303,0.0,4.9,1003.2,305.0,6545.0,29.1028,0.2100840336134453,0.3193277310924369,0.4705882352941176,238.0,0.0078125,0.16796875,0.390625,0.01171875,0.30859375,0.0078125,0.00390625,0.1015625,0.693950177935943,0.1459074733096085,0.0035587188612099,0.1245551601423487,0.0,0.0320284697508896,206.533332824707,515.0,1356,12.6,62.7,24.7,17.21,41788.08716,20.64,6.06,900.0,711.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,26.0
228,Bottenwil,510,8.9,55.1106471816284,152.82061855670102,1.5036231884057971,0.434156378600823,0.1234567901234567,0.0061728395061728,0.074074074074074,0.3621399176954732,58.080973107576,30928.62217,3.8,612.4,0.0,4267.7,23.587833,0.2597402597402597,0.2987012987012987,0.4415584415584415,154.0,0.0560747663551401,0.1775700934579439,0.0093457943925233,0.0046728971962616,0.4485981308411215,0.0046728971962616,0.0,0.2990654205607476,0.4731182795698925,0.1362007168458781,0.0,0.2831541218637993,0.0,0.1075268817204301,204.465129574684,334.0,858,20.5,60.0,19.5,11.35,2878.702614,1.44,9.35,0.0,758.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,16.0
229,Botterens,453,8.5,46.53617571059432,122.7162162162162,1.6203703703703705,0.4675615212527964,0.0246085011185682,0.0604026845637583,0.1252796420581655,0.3221476510067114,50.25,0.0,3.5,316.3,1275.0,2515.9,25.5955,0.1111111111111111,0.6875,0.2013888888888889,144.0,0.1739130434782608,0.0559006211180124,0.0,0.0559006211180124,0.5093167701863354,0.0124223602484472,0.0,0.1925465838509316,0.4587155963302752,0.0412844036697247,0.0,0.4311926605504587,0.0091743119266055,0.0596330275229357,213.816673278809,248.0,712,14.4,60.6,25.0,8.09,0.0,3.2,14.91,0.0,706.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,17.0
230,Bottighofen,244,30.5,46.08466666666666,161.57333333333332,2.5025641025641026,0.3297872340425531,0.0579196217494089,0.0,0.1477541371158392,0.4645390070921986,59.6809183236,72720.11226,14.1,5802.9,0.0,16371.7,23.17525,0.0074946466809421,0.0674518201284796,0.925053533190578,934.0,0.0042826552462526,0.0299785867237687,0.3811563169164882,0.0471092077087794,0.4796573875802998,0.0042826552462526,0.012847965738758,0.0406852248394004,0.6840336134453782,0.0235294117647058,0.0100840336134453,0.2571428571428571,0.0016806722689075,0.0235294117647058,197.687496179584,1026.0,2592,23.6,57.3,19.1,18.93,0.0,3.43,6.44,9200.0,3103.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,82.0
231,Bottmingen,299,53.7,49.47411831626849,152.08137535816618,2.048837209302325,0.0323312535450935,0.0334656834940442,0.0028360748723766,0.20873511060692,0.7226318774815655,72.7169077900922,1629382.83,20.9,10597.2,2771.0,42162.2,27.534025,0.0315717227179135,0.1393273850377488,0.8291008922443377,1457.0,0.0130459444129325,0.0266591038003403,0.497447532614861,0.1106069200226886,0.2898468519568916,0.0011344299489506,0.0499149177538287,0.0113442994895065,0.7927519818799547,0.0266138165345413,0.0498301245753114,0.1234428086070215,0.0033975084937712,0.0039637599093997,181.801412384466,3002.0,6921,24.3,55.4,20.3,43.84,0.0,11.41,12.0,0.0,2561.96,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,107.0
