Emissions reduced from energy,Emissions reduced from carbon sequestration,Total emissions reduced,Total emissions reduced percentage,Percentage reduction by energy,Percentage reduction by carbon sequestration
3542.2108866691583,2093.688,5635.9,0.65,0.41,0.24
